username;tweet;value;remove_user
cintaulama_;@tempodotco @msaid_didu Nape pilkada gak lu bubarin  yg kena covid banyak !!!;negatif; @msaid_didu Nape pilkada gak lu bubarin , yg kena covid banyak !!!
malam_sikumbang;Mereka banyak yang tidak ikut memilih bukan karena menilai buruk kualitas Pilkada tapi karena khawatir tertular Covid-19. @kemendagri @Fatma_Reyna @putrijeni4 @not_kirei @wisnu_asif @alifrahmadan1  #PilkadaJurdilTaatProkes;negatif;Mereka banyak yang tidak ikut memilih bukan karena menilai buruk kualitas Pilkada, tapi karena khawatir tertular Covid-19.  @Fatma_Reyna @putrijeni4 @not_kirei @wisnu_asif @alifrahmadan1  #PilkadaJurdilTaatProkes
mfdtweet;@QaillaAsyiqah @rockstation17 ((alasan covid)) Kalo demo disuru bubarin alasan covid. Klo pilkada tetap berjalan tanpa alasan ya..?;negatif; @rockstation17 ((alasan covid)) Kalo demo disuru bubarin alasan covid. Klo pilkada tetap berjalan tanpa alasan ya..?
l031sub;@TirtoID Covid ini ada sebelum pilkada.  Tiba² hilang saat pilakda.  Dan muncul lagi setelah pilkada;negatif; Covid ini ada sebelum pilkada.  Tiba² hilang saat pilakda.  Dan muncul lagi setelah pilkada
4rianto87;@RachlanNashidik @jokowi Sudah terbukti melalui uji coba di Indonesia.... Vaksin ini memang sangat ampuh .... Kalau g percaya coba check media masa... Banyak kok.... .. . . . . . . . . . . . . Covid 19 tidak ada yg bisa mendekat karena dilindungi UU pilka;negatif; @jokowi Sudah terbukti melalui uji coba di Indonesia.... Vaksin ini memang sangat ampuh .... Kalau g percaya coba check media masa... Banyak kok.... .. . . . . . . . . . . . . Covid 19 tidak ada yg bisa mendekat karena dilindungi UU pilkada... Siap dijual ke luar negeri  https://t.co/LMUpR6FLdY
murcana;@muhammadprima25 @Toha78946701 @VIVAcoid Sy tetep mnduga  slh satu pnyebab golput byk itu krn covid.  Org bilang masy yg hidup makin mandiri jg bsa jfi pnyebab golput tinggi krn hidup ga brgantung ke pemerintah jdi ga peduli dgn pilkada/pemilu. Cm sy tdk ;negatif; @Toha78946701 @VIVAcoid Sy tetep mnduga,  slh satu pnyebab golput byk itu krn covid.  Org bilang, masy yg hidup makin mandiri jg bsa jfi pnyebab golput tinggi krn hidup ga brgantung ke pemerintah jdi ga peduli dgn pilkada/pemilu. Cm sy tdk tau,  andai yg golput itu 70-80 hasil pilkada itu batal ato tdk
helloca___;@iwahyudis gmn ya covid  tapi org campaign pilkada...anehkan;negatif; gmn ya covid  tapi org campaign pilkada...anehkan
indrag38;@24_akbar_08 @detikcom @detikhot Koq gak ngomong gini sama yg ikut pilkada cuma nanya karena covid gak tau mana pilkada mana maulid;negatif; @detikcom @detikhot Koq gak ngomong gini sama yg ikut pilkada cuma nanya karena covid gak tau mana pilkada mana maulid
deshshsbbdbs;@Maulana397 @rzkyazxxx @NkriSakLawase Basi! apa2 cebong apa2 buzzer mikir aja indonesia lagi kyk gini covid malah kampanye malah pilkada malah demo. Pada arogan semua. Pada ngerusak indonesia ngerusak islam;negatif; @rzkyazxxx @NkriSakLawase Basi! apa2 cebong apa2 buzzer, mikir aja indonesia lagi kyk gini, covid malah kampanye, malah pilkada, malah demo. Pada arogan semua. Pada ngerusak indonesia, ngerusak islam
akunket84455135;@republikaonline berbahaya otak lo tuh 1.171 orang kena covid saat pilkada itu yg lebih fatal bego🤣🤣🤣;negatif; berbahaya otak lo tuh 1.171 orang kena covid saat pilkada itu yg lebih fatal bego🤣🤣🤣
nanatsutaizai99;@rzkyazxxx @NkriSakLawase aduh tweet sindiran utk para penyembah covid. pdhl kenyataan di lapangan demo mhs=jalan pilkada=jalan kampanye=jalan pesta=jalan mall=jalan sekolah=gaboleh demo utk hrs= gabole. jd negara maunya apa kalo dr awal udh gak adil dan ;negatif; @NkriSakLawase aduh tweet sindiran utk para penyembah covid. pdhl kenyataan di lapangan demo mhs=jalan, pilkada=jalan, kampanye=jalan, pesta=jalan, mall=jalan, sekolah=gaboleh, demo utk hrs= gabole. jd negara maunya apa kalo dr awal udh gak adil dan gak komitmen. ketauan jg setingan coronanya
batmanjawir;@NkriSakLawase Iyak betul itu..yg ttp maksa Pilkada gmn itu..padahal penyebaran Covid masih tinggi😋😋  https://t.co/AVtfkPfdcc;negatif; Iyak betul itu..yg ttp maksa Pilkada gmn itu..padahal penyebaran Covid masih tinggi😋😋  https://t.co/AVtfkPfdcc
partaisocmed;Ya karena Pilkada! Dengan masa inkubasi covid 5-14 hari maka sekaranglah efeknya kelihatan.  Maka sangat sembrono pernyataan pak @mohmahfudmd yg bilang tak ada korelasi antara Pilkada dan peningkatan kasus covid.;negatif;Ya karena Pilkada! Dengan masa inkubasi covid 5-14 hari maka sekaranglah efeknya kelihatan.  Maka sangat sembrono pernyataan pak  yg bilang tak ada korelasi antara Pilkada dan peningkatan kasus covid.
miranty39800641;@aidiljapnur @ustadtengkuzul Yg ngotot ngadain pilkada itu gimana yasmpe kasus covid meningkat???? Preman juga donk;negatif; @ustadtengkuzul Yg ngotot ngadain pilkada itu gimana ya,smpe kasus covid meningkat???? Preman juga donk
satriah63585869;@aidiljapnur @ustadtengkuzul Covid takutnya sm pilkada doang ya;negatif; @ustadtengkuzul Covid takutnya sm pilkada doang ya
erwinsaleh90;"@aidiljapnur @ustadtengkuzul Iya seperti ""NGOTOT""nya penyelenggaraan PILKADA akhirnya ttp aja ada yg kena covid bohong kalo ga ada korban. Noh walkot Tanggerang kalo ga salah Ken covid ye kaan ?   Yuk berimbang kumpul yg Ono ga d omongin kumpul yg ini msl";negatif;" @ustadtengkuzul Iya seperti ""NGOTOT""nya penyelenggaraan PILKADA, akhirnya ttp aja ada yg kena covid, bohong kalo ga ada korban. Noh walkot Tanggerang kalo ga salah Ken covid ye kaan ?   Yuk berimbang, kumpul yg Ono ga d omongin kumpul yg ini mslh, sama aja lah covid ga pilih2 kan bang."
mediaselayar;Kasus Positif Covid - 19 di Kepulauan Selayar melonjak tajam pasca Pilkada. Data resmi total jumlah kasus positif mencapai 210 orang lebih dimana 3 diantaranya meninggal dunia. @RadioElshinta  https://t.co/CKcEoWI3IH;negatif;Kasus Positif Covid - 19 di Kepulauan Selayar melonjak tajam pasca Pilkada. Data resmi total jumlah kasus positif mencapai 210 orang lebih dimana 3 diantaranya meninggal dunia.   https://t.co/CKcEoWI3IH
overseasindomie;@TirtoID Hari ini melonjak bukan gara2 Pilkada tapi gara2 kerumunan “Penjemput” di bandara kok baru sekarang positive padahal udah lama ? Kemaren Covid nya cuti dulu abis pilkada baru aktif lg - Somebody said;negatif; Hari ini melonjak bukan gara2 Pilkada, tapi gara2 kerumunan “Penjemput” di bandara, kok baru sekarang positive padahal udah lama ? Kemaren Covid nya cuti dulu abis pilkada baru aktif lg - Somebody said
xyera07;@manis905 yaampun ko bisa yaa lagi covid gini pilkada kerumunan udah gitu yang disalahkan hanya FPI.;negatif; yaampun ko bisa yaa lagi covid gini pilkada kerumunan udah gitu yang disalahkan hanya FPI.
nae_rcehans;@Kimberley20101 Covid 19 hilang ketika pilkada serentak. Ada baiknya setiap hari adain pilkada serentak biar covid 19 hilang. Daripada beli vaksin dan masyarakat jg belum semuanya mau di vaksin. Kalo pilkada kan masyarakat seneng dapat saweran😀😀;negatif; Covid 19 hilang ketika pilkada serentak. Ada baiknya setiap hari adain pilkada serentak biar covid 19 hilang. Daripada beli vaksin dan masyarakat jg belum semuanya mau di vaksin. Kalo pilkada kan masyarakat seneng dapat saweran😀😀
veebriii;@revolutia pilkada yg bikin covid nambah tuh pas kampanye apa pas nyoblos om jed??;negatif; pilkada yg bikin covid nambah tuh pas kampanye apa pas nyoblos om jed??
ariafandi_today;"@shelaache Gak tau deh kak kayanya jalur darat aja Entah kenapa kemarin² berita covid biasa aja Menjelang natal dan tahun baru pemberitaan kaya digede gedein Giliran gini warganya dibikin susah Giliran pilkada ngemis suara bilangnya ""jangan takut ke TPS""";negatif;" Gak tau deh kak, kayanya jalur darat aja Entah kenapa kemarin² berita covid biasa aja Menjelang natal dan tahun baru pemberitaan kaya digede gedein Giliran gini warganya dibikin susah Giliran pilkada ngemis suara bilangnya ""jangan takut ke TPS"" Jengkel banget"
azmimulti;@Athar69046912 pendapat lu kasus 79k reaktif covid pilkada gimana? dari situ aja engga adil.. tolol y;negatif; pendapat lu kasus 79k reaktif covid pilkada gimana? dari situ aja engga adil.. tolol y
kimi58486332;Standart WHO 5% trus masih nyangkal dampak Pilkada tidak ada penambahan.covid 19 @jokowi ? Sebelum kampanye pilkada PR nasional rata2  12-13 %  saat kampanye naik 14- 15%  sesudah pencoblosan naik 16 - 18 % dan hari ini naik ke 18.3 % piye iki mas joko  https://t.co/gd3vgR3dbR;negatif;Standart WHO 5% trus masih nyangkal dampak Pilkada tidak ada penambahan.covid 19  ? Sebelum kampanye pilkada PR nasional rata2  12-13 %  saat kampanye naik 14- 15%  sesudah pencoblosan naik 16 - 18 % dan hari ini naik ke 18.3 % piye iki mas joko  https://t.co/gd3vgR3dbR
nambawaann;@tubirfess Iya kaya sodara gua kena covid sepulang dri pilkada pftttt;negatif; Iya kaya sodara gua, kena covid sepulang dri pilkada pftttt
pujiinsan;@MaspiyuO Siapa yg bikin Indonesia babak belur seperti ini apakah FPI?1  Siapa yg pertama meremehkan covid-19 mengacaukan PSBB DKI Jakarta dgn mengizinkn bus AKAP beroperasi buru2 berdamai dgn covid-19 buru2 menerapkn new normal mengizinkan tahapan pilkad;negatif; Siapa yg bikin Indonesia babak belur seperti ini, apakah FPI?1  Siapa yg pertama meremehkan covid-19, mengacaukan PSBB DKI Jakarta dgn mengizinkn bus AKAP beroperasi, buru2 berdamai dgn covid-19, buru2 menerapkn new normal, mengizinkan tahapan pilkada yg banyak melanggar prokes.
pikiran_rakyat;Pilkada 2020 Usai 2 Komisioner KPU Samarinda Positif Terinfeksi Covid-19 #Pilkada #KPU #Samarinda  Selengkapnya:  https://t.co/DLOvS1nUe8 via @YouTube;negatif;Pilkada 2020 Usai, 2 Komisioner KPU Samarinda Positif Terinfeksi Covid-19 #Pilkada #KPU #Samarinda  Selengkapnya:  https://t.co/DLOvS1nUe8 via 
jootae_299;@riza_ajir @fieran5 @VIVAcoid @VeronicaKoman @Dandhy_Laksono @KomnasHAM @amnestyindo @KontraS @YLBHI Blum lg kerumuman krn pilkada. Kan muncul di jalanan. Masa gak lihat? Polisi gak bisa lihat? Atau lg absen kerja? Ini bahkan dr satgas covid ada blg klust;negatif; @fieran5 @VIVAcoid @VeronicaKoman @Dandhy_Laksono @KomnasHAM @amnestyindo @KontraS @YLBHI Blum lg kerumuman krn pilkada. Kan muncul di jalanan. Masa gak lihat? Polisi gak bisa lihat? Atau lg absen kerja? Ini bahkan dr satgas covid ada blg kluster baru covid krn pilkada. Ko ga ada yg ditangka?  https://t.co/ySbyKOx7bx
catbarbar;"@debuttBogey @ernestprakasa Setuju banget kak padahal covid kemaren"" sempet nambah 8000 tapi kenapa peraturannya baru dikeluarin pas mau liburan kan aneh? Terus jugaa pilkada juga tetep dilakukan walaupun banyak yg covid setelah atau sebelumnya. Aku semak";negatif;" @ernestprakasa Setuju banget kak, padahal covid kemaren"" sempet nambah 8000, tapi kenapa peraturannya baru dikeluarin pas mau liburan kan aneh? Terus jugaa pilkada juga tetep dilakukan, walaupun banyak yg covid setelah atau sebelumnya. Aku semakin curiga sama pemerintah"
ramadhan_fhai;@mohmahfudmd Ada lagi yang harus pak mahput pertanggung jawabkan kata anda tidak ada klaster baru pada pilkada tapi nyatanya banyak petugas KPPS yang terkonfirmasi Covid-19;negatif; Ada lagi yang harus pak mahput pertanggung jawabkan, kata anda tidak ada klaster baru pada pilkada tapi nyatanya banyak petugas KPPS yang terkonfirmasi Covid-19
jun0887895837;@mohmahfudmd @YouTube Pilkada siapa yg mengizinkan? Kabarnya selesai pilkada serentak banyak warga dan petugas pilkada positif covid.. brrti pilkada sdh melanggar prokes sehingga menimbulkan kasus baru.. lalu selanjutnya? Siapa yg bertanggung jawab?;negatif; @YouTube Pilkada siapa yg mengizinkan? Kabarnya selesai pilkada serentak banyak warga dan petugas pilkada positif covid.. brrti pilkada sdh melanggar prokes sehingga menimbulkan kasus baru.. lalu selanjutnya? Siapa yg bertanggung jawab?
budiant19603778;@mohmahfudmd kerumunan² yg di solo dan medan stelah pengumunan hasil pilkada bagaimana Pabos...kira2 itu melanggar standart protokol covid ga yah? pd ga pake masker tuh dan berdekatan pula...apa itu namanya udh diganti yah bukan kerumunan..tp keturunan;negatif; kerumunan² yg di solo dan medan stelah pengumunan hasil pilkada bagaimana Pabos...kira2 itu melanggar standart protokol covid ga yah? pd ga pake masker tuh, dan berdekatan pula...apa itu namanya udh diganti yah, bukan kerumunan..tp keturunan
salehkomarudin;@mohmahfudmd pilkada juga pengecualian padahal covid ga liat lokasi ga liat pribadi;negatif; pilkada juga pengecualian padahal covid ga liat lokasi ga liat pribadi
djakfarsyahrul;@mohmahfudmd Memang kl dikasih diskresi virusnya gak ada pemerintah kl utk kepentingannya boleh suka2 pilkada y mmembuat para petugas positif covid g masalah kl orang lain yanv tidk disukai dicari2 kesalahannya. Semoga Allah memberi ganjaran buat orang2 d;negatif; Memang kl dikasih diskresi virusnya gak ada, pemerintah kl utk kepentingannya boleh suka2, pilkada y mmembuat para petugas positif covid g masalah, kl orang lain yanv tidk disukai dicari2 kesalahannya. Semoga Allah memberi ganjaran buat orang2 dzalim
jootae_299;@EAndalusy @Wildan92448550 @Amalric_II @Fahrihamzah Yg bikin pilkada dan itu kebukti jd cluster covid baru. Sama ini nih  https://t.co/JxjvnHUkVu;negatif; @Wildan92448550 @Amalric_II @Fahrihamzah Yg bikin pilkada dan itu kebukti jd cluster covid baru. Sama ini nih  https://t.co/JxjvnHUkVu
prabangkoro1;@meraa077 @kemendagri @PolhukamRI @bawaslu_RI Jelas2 habis pilkada melonjak drastis angka positif covid;negatif; @kemendagri @PolhukamRI @bawaslu_RI Jelas2 habis pilkada melonjak drastis angka positif covid
rudikisara4;@ridwankamil 2 Ajakan bapak gubernur harusnya juga mencegah diadakan Pilkada serentak bapak bisa memberi masukan pusat potensi pilkada justru penularan covid semakin besar.. fakta nya ribuan petugas kpps tertular virus covid Ini bukan sekedar HRS dan covi;negatif; 2 Ajakan bapak gubernur harusnya juga mencegah diadakan Pilkada serentak, bapak bisa memberi masukan pusat, potensi pilkada justru penularan covid semakin besar.. fakta nya ribuan petugas kpps tertular virus covid Ini bukan sekedar HRS dan covid.
jadisultra;Kasus Baru Positif Covid-19 Meningkat Tajam Pasca Pelaksanaan Pilkada Serentak 2020 @KPU_ID @bawaslu_RI @mohmahfudmd;negatif;Kasus Baru Positif Covid-19 Meningkat Tajam Pasca Pelaksanaan Pilkada Serentak 2020  @bawaslu_RI @mohmahfudmd
jootae_299;@realsoehandi @andikaaryadii @ridwankamil Noh kampanye pilkada undangan utk berkerumun. Undagan dlm kampanye dst. Wkwkwk. Dna kebukti dari pilkada kecipta cluster covid baru;negatif; @andikaaryadii @ridwankamil Noh kampanye pilkada undangan utk berkerumun. Undagan dlm kampanye dst. Wkwkwk. Dna kebukti dari pilkada kecipta cluster covid baru
kifli62359464;@KompasTV Ini bapak asal bicara saja... Coba masuk ke RS seluruh indonesia khususnya  ruang infeksi full pasien covid pak pasca pilkada...Bapak mesti tanggung jawab dunia dan akhirat.;negatif; Ini bapak asal bicara saja... Coba masuk ke RS seluruh indonesia khususnya  ruang infeksi full pasien covid pak pasca pilkada...Bapak mesti tanggung jawab dunia dan akhirat.
fayyadhama;@Freddy_Skumbang @Ahmadfuadie2 @mohmahfudmd Jawaban simplenya gini aja bg bilang aja si COVID milih2 kerumunan klo kerumunan pilkada Covidnya gk demen.... gitu aja jawabnya biar BEGO loe makin nampak.;negatif; @Ahmadfuadie2 @mohmahfudmd Jawaban simplenya gini aja bg, bilang aja si COVID milih2 kerumunan, klo kerumunan pilkada Covidnya gk demen.... gitu aja jawabnya biar BEGO loe makin nampak.
ahmadfuadie2;@Freddy_Skumbang @mohmahfudmd Oia bungkabar terbaru yg beredar bahwasanya ada banyak petugas kpps yg reaktif covid-19pertanyaannya sekarang adalah apakah benar protokol kesehatan yg anda sebutkan tadi benar2 di terpakn selama pilkada berlangsung???;negatif; @mohmahfudmd Oia bung,kabar terbaru yg beredar bahwasanya ada banyak petugas kpps yg reaktif covid-19,pertanyaannya sekarang adalah apakah benar protokol kesehatan yg anda sebutkan tadi benar2 di terpakn selama pilkada berlangsung???
1_nkri;@Ahmadfuadie2 @mohmahfudmd Virus covid 19 di Indonesia tahu mana kerumunan mana Pilkada yg diatur Undang undang 🤣🤣;negatif; @mohmahfudmd Virus covid 19 di Indonesia, tahu mana kerumunan mana Pilkada yg diatur Undang undang 🤣🤣
binarmentari_ok;@ridwankamil Demi covid sekolah n kuliah dr rumah tp.pilkada tetep jalan..;negatif; Demi covid, sekolah n kuliah dr rumah, tp.pilkada tetep jalan..
jackodanish;@Saya02128988 @Manusia76923298 @BerikWicaksono @ChahrulIrawan @mohmahfudmd psbb  bukan pspb . trus klo gk psbb boleh gitu ya ? lihat sekarang jateng rekor covid  di banten juga ada kerumunan  pilkada juga membuat kerumunan  harusnya bersikap adil;negatif; @Manusia76923298 @BerikWicaksono @ChahrulIrawan @mohmahfudmd psbb , bukan pspb . trus klo gk psbb boleh gitu ya ? lihat sekarang jateng rekor covid , di banten juga ada kerumunan , pilkada juga membuat kerumunan , harusnya bersikap adil
virsi6;"@cnbcindonesia Hahahahahaha Sudah prof katakan bhw kerumunan PILKADA justru membuat Covid19 kejang kejang ditambah kerumunan Solo dan Medan maka bisa dipastikan semua virus covid sdh take off ke negara asalnya ""China"" 🤣🤣🤣🤣🤣🤣";negatif;" Hahahahahaha Sudah prof katakan bhw kerumunan PILKADA justru membuat Covid19 kejang kejang, ditambah kerumunan Solo dan Medan maka bisa dipastikan semua virus covid sdh take off ke negara asalnya ""China"" 🤣🤣🤣🤣🤣🤣"
bababagusss;@DidikAkuFurni @Shadow78048808 @mohmahfudmd Lu tau gak kalo di bandara itu jauh lebih banyak dari pada di pernikahan? Kalo ngomong tertib dan Prokes di pernikahan juga semua ikutin Prokes (cuci tangan dan pake masker) pilkada juga udah berapa KPPS reaktif;negatif; @Shadow78048808 @mohmahfudmd Lu tau gak kalo di bandara itu jauh lebih banyak dari pada di pernikahan? Kalo ngomong tertib dan Prokes di pernikahan juga semua ikutin Prokes (cuci tangan dan pake masker) pilkada juga udah berapa KPPS reaktif covid?? Apa bedanya kerumunan Pilkada, bandara, pernikahan??
ahmadfuadie2;@mohmahfudmd Pertanyaan yg masih menggelitik di hati sya adalahapa bedanya kerumunan di bandaradi petamburandi megamendungkrumunan saat kampanye pilkadakerumunan saat pilkada dan krumunan2 yang lainapa mungkin klau krumunan yg di hadiri hrs berpotensi kna;negatif; Pertanyaan yg masih menggelitik di hati sya adalah,apa bedanya kerumunan di bandara,di petamburan,di megamendung,krumunan saat kampanye pilkada,kerumunan saat pilkada dan krumunan2 yang lain,apa mungkin klau krumunan yg di hadiri hrs berpotensi kna covid-19 krumunan yg lain tdk??
ndrikekasaputra;Rata2 calon dan tim yg di pilkada banyak yang covid... Di Makassar sudah ada cc @msaid_didu;negatif;Rata2 calon dan tim yg di pilkada banyak yang covid... Di Makassar sudah ada cc 
lufiuwi;@EkoFirman20 Pilkada bagaimana pilkada ??? Beliau sudah di hukum sudah bayar denda kok masih kurang puas . Pelanggaran kerumunan pilkada tuh dan sudah jelas angka yang keluar terkait covid  itu yang harus  diselesaikan agar tercipta rasa keadilan.  fokus ;negatif; Pilkada bagaimana pilkada ??? Beliau sudah di hukum sudah bayar denda kok masih kurang puas . Pelanggaran kerumunan pilkada tuh dan sudah jelas angka yang keluar terkait covid , itu yang harus  diselesaikan agar tercipta rasa keadilan.  fokus kok sama 1 orang . Rakyat kita banyak
72gar7;@NandaFaturrahm3 @mohmahfudmd Boakaka... cebong klo ga fitnah ga makan ya🤣🤣🤣 Mana buktinya petamburan jd cluster covid? Yg ada mlh krn pilkada bong... baca berita ya. Doyan amat ama fitnah🤣🤣;negatif; @mohmahfudmd Boakaka... cebong klo ga fitnah ga makan ya🤣🤣🤣 Mana buktinya petamburan jd cluster covid? Yg ada mlh krn pilkada bong... baca berita ya. Doyan amat ama fitnah🤣🤣
agilrhiyandi;@MemeComicIndo Tetap Pilkada walau covid membantai demi anak mantu  ✊;negatif; Tetap Pilkada walau covid membantai demi anak mantu  ✊
shahfahrulrozi;@amat_ramlah @UmarChelsea75__ covid naik tinggi krn pilkada nih. hahaha;negatif; @UmarChelsea75__ covid naik tinggi krn pilkada nih. hahaha
officialrcti;Komnas HAM soroti adanya petugas Pilkada Positif Covid-19 #NewsRCTIPlus @RCTIPlus  https://t.co/jO5Dtfia2v;negatif;Komnas HAM soroti adanya petugas Pilkada Positif Covid-19 #NewsRCTIPlus   https://t.co/jO5Dtfia2v
rusmanwan;@panca66 @ridwankamil Faktanya setelah pilkada serentak...yang kena covid 19 banyak.Terutama anggota kpps;negatif; @ridwankamil Faktanya setelah pilkada serentak...yang kena covid 19 banyak.Terutama anggota kpps
kemitris;@kompascom Mantap pilkada telah membantu penanganan covid hingga covid jinak KARENA SUDAH DILINDUNGI UU.;negatif; Mantap, pilkada telah membantu penanganan covid, hingga covid jinak KARENA SUDAH DILINDUNGI UU.
desiyanti_ratna;@MaspiyuO @mohmahfudmd Emang dikerumunan massa HRS ada yang kena covid yak?  Setau gue yang jelas mengakibatkan penyebaran covid pas pilkada dah  Siapa tuh yang tanggung jawab atas pilkada;negatif; @mohmahfudmd Emang dikerumunan massa HRS ada yang kena covid yak?  Setau gue yang jelas mengakibatkan penyebaran covid pas pilkada dah,,  Siapa tuh yang tanggung jawab atas pilkada
kemitris;@kompascom Mudah mengatasinya. Cukup dilindungi UU maka covid akan jinak tidak akan menular lagi. Terbukti pilkada. Buktinya tidak ada cluster. Tidak ada penularan.;negatif; Mudah mengatasinya. Cukup dilindungi UU maka covid akan jinak tidak akan menular lagi. Terbukti pilkada. Buktinya tidak ada cluster. Tidak ada penularan.
ryan_wkaq;@MahaD3w4 @katzenjammer89 Allah bayar kontan mereka menuduh Habib rizieq justru pilkada klaster baru covid 19;negatif; @katzenjammer89 Allah bayar kontan mereka menuduh Habib rizieq justru pilkada klaster baru covid 19
mahad3w4;@katzenjammer89 Si opung mungkin tak tau bhwa cluster pilkada lah yg paling brekele. Bayangkan 79ribu sekian reaktiv dn positif covid;negatif; Si opung mungkin tak tau, bhwa cluster pilkada lah yg paling brekele. Bayangkan 79ribu sekian reaktiv dn positif covid
akulelahcuk;@WidasSatyo Yg blg pilkasa bebas klaster covid dan sekarang klaster pilkada merebak dia yg bayar pengobatan plus nanganin sana. Kalo gini juga mingkem doang pasti;negatif; Yg blg pilkasa bebas klaster covid dan sekarang klaster pilkada merebak dia yg bayar pengobatan plus nanganin sana. Kalo gini juga mingkem doang pasti
henkmizell;@tempodotco *BERIKUT PRESIDEN YANG TELAH BERBUAT SECARA SENGAJA DENGAN MENG INSTRUKSIKAN PILKADA HARUS TETAP BERLANGSUNG WALAUPUN DI MASA BENCANA NASIONAL! SEHINGGA 73.000 PANITIA TERPAPAR COVID! TAPI PRESIDEN TAK PERNAH MINTA MAAF! O MINTA DITEMBAK SILEN;negatif; *BERIKUT PRESIDEN YANG TELAH BERBUAT SECARA SENGAJA DENGAN MENG INSTRUKSIKAN PILKADA HARUS TETAP BERLANGSUNG WALAUPUN DI MASA BENCANA NASIONAL! SEHINGGA 73.000 PANITIA TERPAPAR COVID! TAPI PRESIDEN TAK PERNAH MINTA MAAF! O MINTA DITEMBAK SILENCE? HAHAHA  https://t.co/6lRDDfhop1
murcana;@VIVAcoid Dugaanku org disana golput krn takut covid-19. Drpd tertular lbh baik cari aman.  Pilkada kmrin klo tps ga di dpn rmhku mgkin aku jg golput;negatif; Dugaanku org disana golput krn takut covid-19. Drpd tertular lbh baik cari aman.  Pilkada kmrin klo tps ga di dpn rmhku mgkin aku jg golput
irzayanwar;@CNNIndonesia Masih byk petugas serta masyarakat yg terpapar covid pasca pilkada ini @mohmahfudmd tolong anda klarifikasi berita CNN ini. Serta telusuri berita terkait lainnya di berbagai daerah.;negatif; Masih byk petugas serta masyarakat yg terpapar covid pasca pilkada ini @mohmahfudmd tolong anda klarifikasi berita CNN ini. Serta telusuri berita terkait lainnya di berbagai daerah.
sumaertay;@tirta_hudhi ini dah peraturan yg terlalu mendadak. saya selaku pariwisata bali sangat kecewa seblum pikada covid katanya menurun. setalah pilkada wow peraturan baru..;negatif; ini dah peraturan yg terlalu mendadak. saya selaku pariwisata bali sangat kecewa, seblum pikada covid katanya menurun. setalah pilkada wow peraturan baru..
kimi58486332;@mohmahfudmd anda ngomong pilkada tidak ada dampak signifikan pada penambahan kasus positive covid 19  sebaikya Profesor baca data yang baik  sebelum kampanye pilkada PR covid 11%  kemudian naik ke 14.1% selama kampanye pilkada ( 3 bulan ) hari ini setela;negatif; anda ngomong pilkada tidak ada dampak signifikan pada penambahan kasus positive covid 19 , sebaikya Profesor baca data yang baik , sebelum kampanye pilkada PR covid 11%  kemudian naik ke 14.1% selama kampanye pilkada ( 3 bulan ) hari ini setelah pilkada 18.1%  https://t.co/EcCm0tr02c
aapriliyanto;@Ekomaung @mohmahfudmd Memahami pejabat yg bilang pilkada tidak akan menimbulkan klaster Covid padahal ga ada kompetensi sama sekali buat ngomong dan memang terbukti salah juga sulit Prof.;negatif; @mohmahfudmd Memahami pejabat yg bilang pilkada tidak akan menimbulkan klaster Covid padahal ga ada kompetensi sama sekali buat ngomong dan memang terbukti salah juga sulit Prof.
merdekarakyan;@MNCkoranSINDO Tunggu 2 minggu lagi dr pilkada baru kelihatan dampaknya. Berbulan2 pandemik memahami grafik positive rate saja msh bingung 😑  Itu kenapa perubahan kebijakan penanganan Covid dimanapun di dunia hampir selalu diumumkan per 2 minggu;negatif; Tunggu 2 minggu lagi dr pilkada, baru kelihatan dampaknya. Berbulan2 pandemik memahami grafik positive rate saja msh bingung 😑  Itu kenapa perubahan kebijakan penanganan Covid dimanapun di dunia hampir selalu diumumkan per 2 minggu
hendriyan44;@aik_arif @MurBaud1per2in Pemerintah naif dengan fakta tingginya kenaikan covid pasca pilkada mereka sama sekali tak menganggap penting nyawa rakyatnya justru proyek oligarkinyalah yg mereka pentingkan dukungan sponsornyalah yg mereka utamakan. Negara ini;negatif; @MurBaud1per2in Pemerintah naif dengan fakta tingginya kenaikan covid pasca pilkada, mereka sama sekali tak menganggap penting nyawa rakyatnya, justru proyek oligarkinyalah yg mereka pentingkan, dukungan sponsornyalah yg mereka utamakan. Negara ini kebanyakan pengkhianat!
johanpranata74;@ronavioleta @DivHumas_Polri @jokowi @kemendagri Pemerintah harus ditangkap gitu?krn pilkada covid naik lagipetugas pilkada banyak kena covid;negatif; @DivHumas_Polri @jokowi @kemendagri Pemerintah harus ditangkap gitu?krn pilkada covid naik lagi,petugas pilkada banyak kena covid
yusuf_lkw89;@CNNIndonesia Jangan bohonh... Pilkada Bebas Cluster Covid-19 karena Dilindungi UU 🤣🤣  https://t.co/u4pDdlmWBC;negatif; Jangan bohonh... Pilkada Bebas Cluster Covid-19 karena Dilindungi UU 🤣🤣  https://t.co/u4pDdlmWBC
awardana79;kata pak @mohmahfudmd tidak ada claster baru covid_19 pada pilkada serentak.. kok ini ada? lapor menhan pak mahfud sudah kena pasal 160 @DivHumas_Polri;negatif;kata pak  tidak ada claster baru covid_19 pada pilkada serentak.. kok ini ada? lapor menhan pak mahfud sudah kena pasal 160 @DivHumas_Polri
